species_name,Output_name,中文名,生活型,株,茎,枝,叶,花,果,种子,国内产地,国外分布,特有性,生境,海拔,物候期
Liparis assamica,Liparis assamica King et Pantl.,扁茎羊耳蒜,附生草本；,NA,假鳞茎密集，卵状梭形，略压扁，长1.5-2.5厘米，直径6-10毫米，上部具3-4枚近于互生的叶；,NA,叶狭长圆状倒披针形，长3.5-6厘米，宽5-10毫米，先端渐尖，上部边缘略呈皱波状，基部收狭成短柄，有关节；,花葶长10-13厘米，近无翅，靠近花序下方有多枚长4-6毫米的不育苞片；总状花序长5-7厘米，具10余朵花；花苞片披针形，长2-3毫米；花梗和子房长3-4毫米；花橘黄色；中萼片狭卵状长圆形，长4.5-5毫米，宽约1.6毫米，先端钝，具1脉，背面有龙骨状突起；侧萼片长圆状卵形，宽约2毫米，背面略有龙骨状突起；花瓣狭线形，长5-5.5毫米，宽约0.7毫米，先端近截形并多少微凹，脉不明显；唇瓣宽倒卵状长圆形，长约4毫米，先端截形并微凹，在基部上方1毫米处的两侧骤然收狭并有皱褶而增厚，貌似胼胝体状，基部两侧为半圆,NA,NA,云南南部（景洪）；,印度；,NA,林中树枝上；,800m；,花期11月；
Liparis balansae,Liparis balansae Gagnep.,圆唇羊耳蒜,附生草本；,NA,假鳞茎相距不及1厘米，近窄卵形或卵形，顶端具1叶；,NA,叶倒披针形或窄椭圆状倒披针形，坚纸质，长10-17厘米，有关节；叶柄长2-4厘米；,花葶长达25厘米，花序疏生3-5花；苞片长0.7-1.5(-2)厘米，向上渐短；花梗和子房1.5-1.8厘米；花绿色，疏离；中萼片长圆状披针形，长1-1.1厘米，宽2-2.5毫米，侧萼片披针形，略较中萼片宽；花瓣近丝状或窄线形，长约1厘米，宽约0.7毫米，唇瓣扇状扁圆形或宽倒卵状圆形，长0.8-1厘米，先端圆或近平截，具短尖，有不规则细齿，基部窄，有2个胼胝体：蕊柱长约5毫米，上端柱头两侧具翅，翅下弯成长约1.1毫米的钩；药帽近长圆形；,蒴果倒卵形，长1-1.2厘米；,NA,海南、广西、四川西南部（峨眉山、屏山）和云南东南部（西畴、屏边）；,越南、泰国；,NA,林中或溪谷旁的树上或岩石上；,500-1600m；,花期9-11月，果期翌年春季；
Liparis barbata,Liparis barbata Lindl.,须唇羊耳蒜,地生草本；,NA,茎（或假鳞茎）近圆柱形，肥厚，长2-3厘米或更长，有数节，基部被白色的薄膜质鞘；,NA,叶通常2枚，近椭圆形，膜质或草质，长约6.5厘米，宽约2.8厘米，先端急尖或钝，基部收狭而成鞘状柄，无关节；鞘状柄长约3厘米；,花葶长约10厘米，略短于叶或近等长；总状花序疏生数朵花；花苞片宽卵状三角形，长约1毫米；花梗和子房长6-7毫米；花绿白色，仅唇瓣上有2条红条纹；中萼片宽线形，长约7毫米，宽约1.3毫米，先端钝，具不明显的3脉；侧萼片近长圆形，稍短于中萼片，宽约1.8毫米，先端渐尖，亦具不明显的3脉；花瓣狭线形，长约7毫米，宽约0.5毫米；唇瓣长圆形，向顶端略增宽，长约5毫米，宽约3.5毫米，先端近截形并微凹，且有短流苏，近基部有2个胼胝体；蕊柱长约3.5毫米，稍向前弯曲；,NA,NA,海南南端（三亚）；,斯里兰卡、印度尼西亚，马来西亚和泰国；,NA,林下岩石覆土上；,NA,花期7月；
Liparis bautingensis,Liparis bautingensis T. Tang et F. T. Wang,保亭羊耳蒜,附生草本；,NA,NA,NA,叶椭圆形或窄椭圆形，坚纸质，长6-15厘米，有关节；叶柄长1.5-4厘米；,花葶长达14厘米；花序具3-4花；苞片绿色，长0.5-1.5厘米；花梗和子房长1.5-2.2厘米；花绿或绿白色；中萼片宽线形或宽线状披针形，长0.9-1厘米，边缘外卷，侧萼片近披针形，稍斜歪，略宽于中萼片；花瓣近丝状，长0.9-1厘米，宽约0.5毫米，唇瓣近扇状扁圆形或宽倒卵状圆形，长8-9毫米，上部宽约1厘米，先端近平截，有不规则细齿，基部有2枚胼胝体；蕊柱长约4毫米，上部两侧具翅，翅宽约1毫米，下弯成钩状；,蒴果倒卵形，长约1.4厘米；,NA,海南（保亭吊罗山）和云南东南部（麻栗坡）；,NA,特产；,林中岩石上；,1600m；,花期11月至翌年2月；
Liparis bistriata,Liparis bistriata Par. et Rchb. F.,折唇羊耳蒜,附生草本；,NA,假鳞茎密集，圆柱形，长9-12厘米，顶端具2叶；,NA,叶近椭圆形或椭圆状披针形，近革质，长6.5-9厘米：具短柄，有关节；,花葶长达24厘米，花序梗近圆柱形，几无翅；花序具20余花；苞片披针形，长3-4毫米：花梗和子房长约1厘米：花淡绿色；萼片近窄长圆形，长5-5.5毫米，边缘外卷；花瓣线形，长4.5-5毫米，宽约0.5毫米，唇瓣近长圆形，长4.5-5毫米，先端近平截，啮蚀状，中央微缺，上部外折，基部有稍2裂胼胝体；蕊柱长约3.5毫米，上部有窄翅，基部肥厚；,蒴果倒卵状椭圆形，长0.8-1厘米；,NA,云南西部至南部（泸水、蒙自）和西藏东南部（墨脱）；,锡金、印度、缅甸和泰国；,NA,林中或山坡路旁树上或岩石上；,800m；,花期6-7月，果期8-9月；
Liparis bootanensis,Liparis bootanensis Griff.,镰翅羊耳蒜,附生草本；,NA,假鳞茎密集，卵形或窄卵状圆柱形，顶生1叶，窄长圆状倒披针形或近窄椭圆形，纸质或坚纸质，有关节；,NA,叶窄长圆状倒披针形或近窄椭圆形，纸质或坚纸质，长（-5)8-22厘米，宽1.1-3.3厘米，有关节；叶柄长1-7厘米；,花葶高大，花序外弯或下垂，具数朵至20余花，花常黄绿色，中萼片近长圆形，侧萼片与中萼片近等长，略宽，花瓣窄线形，唇瓣近宽长圆状倒卵形，前缘有不规则细齿，基部有2胼胝体；蕊柱上部两侧有翅；,蒴果倒卵状椭圆形，长0.8-1厘米；果柄长0.8-1厘米；,NA,产华东南部、华南、西南东南部及南亚北部、东南亚及日本；,NA,NA,NA,NA,花期8-10月，果期翌年3-5月；
Liparis brunnea,Liparis brunnea Ormerod,褐花羊耳蒜,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liparis campylostalix,Liparis campylostalix H. G. Reichenbach,羊耳蒜,地生草本；,NA,假鳞茎宽卵形，长0.5-1厘米，径0.6-1厘米，被白色薄膜质鞘；,NA,叶2枚，卵形或卵状长圆形，长2-5.5厘米，宽1-2(3)厘米，基部成鞘状柄，无关节；,花葶长达25厘米，花序具数朵至10余花；苞片长1-2毫米；花淡紫色；中萼片线状披针形，长5-6毫米，宽约1.4毫米，侧萼片略斜歪，宽约1.8毫米：花瓣丝状，长5-6毫米，宽约0.5毫米，唇瓣近倒卵状椭圆形，长5-6毫米，从中部多少反折，先端近圆，有短尖，具不规则细齿，基部窄，无胼胝体；蕊柱长约2.5毫米，顶端具钝翅，基部肥厚；,NA,NA,云南西部（凤庆）和西藏东南部（波密、米林、隆子）；,印度；,NA,林下岩石积土上或松林下草地上；,2650-3400m；,花期7月；
Liparis cathcartii,Liparis cathcartii Hook. f.,二褶羊耳蒜,地生草本；,NA,假鳞茎卵形，长5-6毫米，被白色薄膜质鞘；,NA,叶2枚，椭圆形或卵状长圆形，长3.5-8厘米，边缘稍皱波状或近全缘，基部成鞘状柄，无关节；,花葶长达25厘米：花序具数朵至10余花；苞片长约1奄米：花粉红色，稀绿与紫色；萼片窄长圆形，长7-9毫米，侧萼片稍斜歪：花瓣近丝状：长7-9毫米，宽约0.4毫米，唇瓣倒卵形或椭圆状倒卵形，长8-9亳米，先端近平截，有短尖，具不规则缺齿，基部收窄，常有2纵褶片；蕊柱长3-3.5亳米，顶端有翅，基部肥厚；,蒴果倒卵状长圆形，长1.1-1.3厘米，果柄长6-9毫米；,NA,四川（地不详）和云南中部至西北部（昆明、宾川、贡山）；,尼泊尔、不丹、锡金和印度东北部；,NA,山谷旁湿润处或草地上；,1900-2100m；,花期6-7月，果期10月；
Liparis cespitosa,Liparis cespitosa (Thou.) Lindl.,丛生羊耳蒜,附生草本，较矮小；,NA,假鳞茎密集，卵形、狭卵形至近圆柱形，长8-20 (-30)毫米，宽2-6毫米，顶端具1叶；,NA,叶倒披针形或线状倒披针形，纸质，先端渐尖，基部逐渐收狭成柄，连柄长5-17厘米，中部宽5-8 (-15)毫米，有关节；,花葶长5-16厘米；花序柄稍扁的圆柱形，两侧具很狭的翅，下部无不育苞片；总状花序具（7-）10-40余朵花；花苞片钻形，长3-5毫米，在花序基部的有时长可达8毫米；花梗和子房长3-4毫米；花绿色或绿白色，很小；中萼片近长圆形，长1.5-1.8毫米，宽约0.7毫米，先端钝，具1脉；侧萼片卵状长圆形，略斜歪，长1.3-1.5毫米，宽0.9-1毫米，亦具1脉；花瓣狭线形，长1.5-1.8毫米，宽约0.3毫米，先端钝；唇瓣近宽长圆形，有时中部或下部略宽于上部，长约1.8毫米，宽约1.2毫米，先端近截形而有短尖，边,蒴果近椭圆形，长3-4毫米，宽约3毫米；果梗长4-5毫米；,NA,台湾北部至东南部（台北、苗栗、花莲、台东）、海南（保亭、陵水、琼中）和云南西北部至东南部（贡山、漾濞、富宁、西畴、屏边、景洪、勐海）；,广泛自非洲至亚洲和太平洋的热带地区；,NA,林中或荫蔽处的树上、岩壁上或岩石上；,500-2400m；,花期6-10月，果期10-11月；
Liparis chapaensis,Liparis chapaensis Gagnep.,平卧羊耳蒜,附生小草本；,NA,假鳞茎密集，多少平卧，近卵状长圆形，长4-6(-15)毫米，径0.5-1厘米，顶端具1叶，叶窄椭圆形或长圆形，纸质或薄苹质，长3-5(-10)厘米，宽0.8-1.1厘米；具柄，有关节；,NA,NA,花葶长达7厘米，花序长达4厘米，疏生数花；苞片长4-5亳米；花梗和子房长0.8-1厘米；花淡黄绿色或后为橘黄色，蕊柱白色；中萼片近窄长圆状披针形，长4-6(-9)毫米，宽1.5-2毫米，具3脉，边缘外卷，侧萼片窄长圆状披针形，稍斜歪，略宽于中粤片：花瓣窄线形，长约4毫米，宽约0.5毫米，唇瓣近倒卵状长圆形，长约4毫米，上部宽约3毫米，先端近平截，具短尖，近基部具2裂胼胝体；蓉柱长约3毫米，稍前弯，上部具窄翅；,NA,NA,广西西部（天峨）、贵州西南部（兴义）和云南西北部（贡山）；,越南、缅甸；,我国特有；,石灰岩山坡常绿阔叶树林中的树上或岩石上；,800-2000m；,花期⑴月；
Liparis cheniana,Liparis cheniana X. H. Jin,陈氏羊耳蒜,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liparis cordifolia,Liparis cordifolia Hook. f.,心叶羊耳蒜,地生草本；,NA,假鳞茎聚生，密集，卵形，稍扁；,NA,叶1枚，卵形、心形或卵状椭圆形，长6-10厘米，基部鞘状柄长2-3厘米，包花葶基部；,花葶长达12(-25)厘米，花序梗两侧有窄翅，花序常具10余花；苞片三角状披针形，长0.5-1毫米；花梗和子房长0.6-1厘米;花绿或淡绿色;萼片线状披针形或近线形，长6-7毫米，宽约1.8毫米，边缘外卷；花瓣丝状或窄线形，长6-7毫米，宽约0.5毫米，唇瓣倒卵状三角形，上部宽约6毫米，先端平截，具短尖，两侧稍皱波状，上部具啮蚀状细齿，基部窄，近基部有凹穴，凹穴上方有1对不明显胼胝体，中脉粗，稍隆起；蕊柱长4-5毫米，上部有近方形翅；一侧觉约1毫米；,NA,NA,台湾、广西和云南东南部；,尼泊尔、锡金和印度东北部；,NA,林中腐殖土丰富的地方；也见于岩缝或树权积土之处；,1000-2000m；,花期10-12月；
Liparis delicatula,Liparis delicatula Hook. f.,小巧羊耳蒜,附生小草本，近丛生；,近丛生；,假鳞茎密集，长圆形或近圆柱状梭形，顶端或近顶端具2(3)叶；,NA,叶匙状长圆形或长圆状披针形，纸质，长1.2-3.5(-4.5)厘米，宽0.5-1.1厘米；具短柄，有关节；,花葶长达10厘米，花序具数朵至10余花；苞片长2-3毫米；花梗和子房长3-4亳米；花白色；中萼片卵状长圆形，长2.5-3亳米，背面有龙骨状突起，侧萼片卵形或卵状椭圆形，宽约2毫米，背面无龙骨状突起：花瓣线状披针形，长2.5-3亳米，宽约0.5亳米，唇瓣宽椭圆形或近圆形，长约2.5毫米，先端平截，中部以下两侧皱缩并扭曲，上部外折，基部两侧圆形耳状皱褶，似胼胝体，近基部有凹下的胼胝体：蕊柱长约2.2毫米，前面上部有2翅，两侧下部有2翅；,祸果.棱状倒卵形，长约4毫米，宽约2.5毫米；,NA,海南（保亭、陵水）、云南西部至南部（泸水、腾冲、景洪、勐腊）和西藏东南部（墨脱）；,锡金、印度和老挝；,NA,山坡或河谷林中树上；,500-2900m；,花期10月，果期翌年1月；
Liparis distans,Liparis distans C. B. Clarke,大花羊耳蒜,附生草本；,NA,假鳞茎密集，近圆柱形或窄卵状圆柱形，顶端或近顶端具2叶；,NA,叶倒披针形或线状倒披针形，纸质，长15-35厘米，宽1-2.8厘米叶柄长2-6厘米，有关节；,花葶长达39厘米，花序长达20厘米，具数朵至K)余花；苞片近钻形；花梗和子房长1.4-2.2厘米；花黄绿或橘黄色；萼片线形，长（0.8-)1-1.6厘米，宽约2毫米，边缘常外卷，侧萼片常略短于中萼片；花瓣近丝状，长1.2-1.6厘米，宽0.3-0.5毫米，唇瓣宽长圆形、宽椭圆形或圆形，长1-1.4厘米，宽1-1.1厘米，略有不规则细齿，有爪及具槽的胼胝体；蕊柱长5-6毫米，上部具窄翅，基部稍扩大；,蒴果窄倒卵状长圆形，长1.5-1.8厘米；,NA,台湾、海南、广西、四川南部、贵州西南部（兴义）和云南西北部至东南部；,印度、泰国、老挝、越南；,NA,林中或沟谷旁树上或岩石上；,1000-2400m；,花期10月至翌年2月，果期翌年6-7月；
Liparis dunnii,Liparis dunnii Rolfe,福建羊耳蒜,地生草本，基部略膨大；,NA,NA,NA,叶2枚，卵状长圆形，膜质或草质，长约13厘米，宽约6厘米，先端钝；,花葶长15-18厘米；总状花序具多花；花苞片卵形，长约2毫米，先端急尖；花梗和子房长约1厘米；萼片线状长圆形，长约1厘米，先端急尖；花瓣丝状线形，长约1厘米，先端急尖；唇瓣圆的倒卵形，长约1厘米，先端具短尖，边缘稍微波状，基部有1个胼胝体，位于与蕊柱基部相连接处；蕊柱棒状，长约4毫米，向前弯曲；,NA,NA,福建西部；,NA,NA,阴湿岩石上；,约900m；,花期10月；
Liparis elliptica,Liparis elliptica wight,扁球羊耳蒜,附生草本；,NA,假鳞茎密集，长圆形或椭圆形，扁，顶端具2叶；,NA,叶窄椭圆形或窄卵状长圆形，纸质，长4-12厘米，具短柄，有关节；,花葶长达17厘米，下弯或下垂，花序具数朵至数十朵花；苞片披针形；花梗和子房长约4.5毫米；花淡黄绿色；萼片长4-5毫米，宽1.5-1.8毫米；花瓣窄线形或近丝状，长3.5-4.5毫米，宽约0.5毫米，唇瓣近圆形或近宽卵圆形，先端长渐尖或短尾状，长4-5毫米，边缘多少皱波状，中部或上部两侧常有耳状皱折似3裂，无胼胝体；蕊柱长1.5-2毫米，无翅；,蒴果窄倒卵形，长5-6毫米；,NA,台湾北部至南部、四川南部（富顺）、云南西部至南部和西藏东南部（墨脱）；,锡金、印度、越南、泰国、印度尼西亚和斯里兰卡；,NA,林中树上；,200-1500m；,花期11月至翌年2月，果期翌年5月；
Liparis elongata,Liparis elongata Fukuy.,宝岛羊耳蒜,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liparis esquirolii,Liparis esquirolii Schltr.,贵州羊耳蒜,附生草本；,NA,假鳞茎密集，圆柱形，长1-3.5厘米，直径3-5毫米，顶端具1叶；,NA,叶长圆形至舌状，坚纸质，长8-12厘米，宽1.2-1.9厘米，先端渐尖，向基部收狭成短柄，有关节；,花葶长可达19厘米，明显长于叶，扁圆柱形，两侧具狭翅，下部无不育苞片；总状花序疏生10余朵花；花苞片狭披针形，长6-10毫米；花梗和子房长1-1.5厘米；花桔黄色；中萼片舌状，长约1.1厘米，先端渐尖，侧萼片斜歪；花瓣狭线形，长约1.1厘米，宽约0.5毫米，先端近急尖；唇瓣倒卵形，长约1. 1厘米，上部宽约6毫米，基部楔形，从基部至中部有1条纵脊；蕊柱长约5毫米，稍向前弯曲，上部两侧具狭翅；,NA,NA,贵州南部（独山、惠水）；,NA,NA,荫蔽的岩石上；,约900m；,花期5-7月；
Liparis fargesii,Liparis fargesii Finet,小羊耳蒜,附生小草本，常丛生；,常丛生；,假鳞茎近圆柱形，长0.7-1.4厘米；,NA,平卧，新假躲茎发自老假鳞茎近顶端的下方，匍匐于岩石上，顶端具1叶；叶椭圆形或长圆形，坚纸质，长1-2(3)厘米，宽5-8毫米，基部骤窄成柄，有关节；叶柄长3-6毫米；,花葶长2-4厘米；花序柄扁圆柱形，两侧具窄翅；总状花序长1-2厘米，常具2-3花；苞片长1-1.8毫米：花梗和子房长8-9毫米；花淡绿色；萼片线状披针形，长5-6亳米，宽1.2-1.4亳米，具1脉，边缘常外卷：花瓣窄线形，长5-6毫米，宽约0.3毫米，唇瓣近长圆形，中部略缢缩呈提琴形，长4-5毫米，上部宽2.5-3毫米，先端近平截，微凹，有细尖，基部无胼胝体略厚；蕊柱长3-3.5毫米，上端有窄翅；,蒴果倒卵形，长6-7毫米，宽3-4毫米；,NA,陕西南部、甘肃南部（武都）、湖北西部、湖南（桑植、永顺）、四川西部至北部、贵州和云南（昆明）；,NA,NA,林中或荫蔽处的石壁或岩石上；,300-1400m；,花期9-10月，果期翌年5-6月；
